facility,service_line,sub_service,ip_op_indicator,med_surg_indicator,demand,date
facility2,Oncology,Chemotherapy,O,SURG,13,06/26/2018
facility2,Oncology,Chemotherapy,O,SURG,2,06/28/2018
facility2,Oncology,Chemotherapy,O,SURG,13,07/02/2018
facility2,Oncology,Chemotherapy,O,SURG,11,07/03/2018
facility2,Oncology,Chemotherapy,O,SURG,2,07/05/2018
facility2,Oncology,Chemotherapy,O,SURG,13,07/09/2018
facility2,Oncology,Chemotherapy,O,SURG,3,07/16/2018
facility2,Oncology,Chemotherapy,O,SURG,5,07/17/2018
facility2,Oncology,Chemotherapy,O,SURG,2,07/18/2018
facility2,Oncology,Chemotherapy,O,SURG,7,07/20/2018
facility2,Oncology,Chemotherapy,O,SURG,17,07/23/2018
facility2,Oncology,Chemotherapy,O,SURG,8,07/24/2018
facility2,Oncology,Chemotherapy,O,SURG,2,07/26/2018
facility2,Oncology,Chemotherapy,O,SURG,17,07/27/2018
facility2,Oncology,Chemotherapy,O,SURG,2,07/31/2018
facility2,Oncology,Chemotherapy,O,SURG,11,08/01/2018
facility2,Oncology,Chemotherapy,O,SURG,2,08/09/2018
facility2,Oncology,Chemotherapy,O,SURG,2,08/13/2018
facility2,Oncology,Chemotherapy,O,SURG,2,08/14/2018
facility2,Oncology,Chemotherapy,O,SURG,6,08/16/2018
facility2,Oncology,Chemotherapy,O,SURG,4,08/17/2018
facility2,Oncology,Chemotherapy,O,SURG,4,08/19/2018
facility2,Oncology,Chemotherapy,O,SURG,19,08/20/2018
facility2,Oncology,Chemotherapy,O,SURG,8,08/27/2018
facility2,Oncology,Chemotherapy,O,SURG,2,08/29/2018
facility2,Oncology,Chemotherapy,O,SURG,2,08/31/2018
facility2,Oncology,Chemotherapy,O,SURG,2,09/07/2018
facility2,Oncology,Chemotherapy,O,SURG,9,09/10/2018
facility2,Oncology,Chemotherapy,O,SURG,13,09/17/2018
facility2,Oncology,Chemotherapy,O,SURG,14,09/18/2018
facility2,Oncology,Chemotherapy,O,SURG,4,09/24/2018
facility2,Oncology,Chemotherapy,O,SURG,7,09/26/2018
facility2,Oncology,Chemotherapy,O,SURG,8,10/10/2018
facility2,Oncology,Chemotherapy,O,SURG,8,10/12/2018
facility2,Oncology,Chemotherapy,O,SURG,11,11/29/2018
facility2,Oncology,Chemotherapy,O,SURG,3,12/11/2018
facility2,Oncology,Chemotherapy,O,SURG,2,12/13/2018
facility2,Oncology,Chemotherapy,O,SURG,10,12/21/2018
facility2,Oncology,Chemotherapy,O,SURG,17,12/27/2018
facility2,Oncology,Chemotherapy,O,SURG,10,12/31/2018
facility2,Oncology,Chemotherapy,O,SURG,6,01/02/2019
facility2,Oncology,Chemotherapy,O,SURG,6,01/09/2019
facility2,Oncology,Chemotherapy,O,SURG,6,01/10/2019
facility2,Oncology,Chemotherapy,O,SURG,6,01/15/2019
facility2,Oncology,Chemotherapy,O,SURG,2,01/17/2019
facility2,Oncology,Chemotherapy,O,SURG,2,02/11/2019
facility2,Oncology,Chemotherapy,O,SURG,21,02/15/2019
facility2,Oncology,Chemotherapy,O,SURG,2,03/06/2019
facility2,Oncology,Chemotherapy,O,SURG,11,03/11/2019
facility2,Oncology,Chemotherapy,O,SURG,2,03/14/2019
facility2,Oncology,Chemotherapy,O,SURG,4,03/15/2019
facility2,Oncology,Chemotherapy,O,SURG,12,03/18/2019
facility2,Oncology,Chemotherapy,O,SURG,14,03/19/2019
facility2,Oncology,Chemotherapy,O,SURG,4,03/21/2019
facility2,Oncology,Chemotherapy,O,SURG,16,03/22/2019
facility2,Oncology,Chemotherapy,O,SURG,8,03/25/2019
facility2,Oncology,Chemotherapy,O,SURG,11,03/26/2019
facility2,Oncology,Chemotherapy,O,SURG,2,03/29/2019
facility2,Oncology,Chemotherapy,O,SURG,2,04/05/2019
facility2,Oncology,Chemotherapy,O,SURG,2,04/11/2019
facility2,Oncology,Chemotherapy,O,SURG,2,04/25/2019
facility2,Oncology,Chemotherapy,O,SURG,5,04/26/2019
facility2,Oncology,Chemotherapy,O,SURG,2,04/29/2019
facility2,Oncology,Chemotherapy,O,SURG,2,05/10/2019
facility2,Oncology,Chemotherapy,O,SURG,2,05/15/2019
facility2,Oncology,Chemotherapy,O,SURG,5,05/17/2019
facility2,Oncology,Chemotherapy,O,SURG,13,05/22/2019
facility2,Oncology,Chemotherapy,O,SURG,4,05/29/2019
facility2,Oncology,Chemotherapy,O,SURG,2,06/14/2019
facility2,Oncology,Chemotherapy,O,SURG,2,06/17/2019
facility2,Oncology,Chemotherapy,O,SURG,10,07/15/2019
facility2,Oncology,Chemotherapy,O,SURG,11,07/26/2019
facility2,Oncology,Chemotherapy,O,SURG,10,08/01/2019
facility2,Oncology,Chemotherapy,O,SURG,11,08/09/2019
facility2,Oncology,Chemotherapy,O,SURG,2,08/20/2019
facility2,Oncology,Chemotherapy,O,SURG,2,08/22/2019
facility2,Oncology,Chemotherapy,O,SURG,4,09/12/2019
facility2,Oncology,Chemotherapy,O,SURG,17,09/23/2019
facility2,Oncology,Chemotherapy,O,SURG,11,09/25/2019
facility2,Oncology,Chemotherapy,O,SURG,8,09/27/2019
facility2,Oncology,Chemotherapy,O,SURG,9,10/01/2019
facility2,Oncology,Chemotherapy,O,SURG,2,10/16/2019
facility2,Oncology,Chemotherapy,O,SURG,2,10/22/2019
facility2,Oncology,Chemotherapy,O,SURG,2,11/14/2019
facility2,Oncology,Chemotherapy,O,SURG,14,11/27/2019
facility2,Oncology,Chemotherapy,O,SURG,14,11/29/2019
facility2,Oncology,Chemotherapy,O,SURG,5,12/05/2019
facility2,Oncology,Chemotherapy,O,SURG,2,12/27/2019
facility2,Oncology,Chemotherapy,O,SURG,2,01/14/2020
facility2,Oncology,Chemotherapy,O,SURG,7,01/20/2020
facility2,Oncology,Chemotherapy,O,SURG,2,02/27/2020
facility2,Oncology,Radiation Therapy,O,MED,179,03/01/2018
facility2,Oncology,Radiation Therapy,O,MED,157,03/02/2018
facility2,Oncology,Radiation Therapy,O,MED,2,03/03/2018
facility2,Oncology,Radiation Therapy,O,MED,279,03/05/2018
facility2,Oncology,Radiation Therapy,O,MED,363,03/06/2018
facility2,Oncology,Radiation Therapy,O,MED,264,03/07/2018
facility2,Oncology,Radiation Therapy,O,MED,239,03/08/2018
facility2,Oncology,Radiation Therapy,O,MED,388,03/09/2018
facility2,Oncology,Radiation Therapy,O,MED,22,03/10/2018
facility2,Oncology,Radiation Therapy,O,MED,20,03/11/2018
facility2,Oncology,Radiation Therapy,O,MED,236,03/12/2018
facility2,Oncology,Radiation Therapy,O,MED,193,03/13/2018
facility2,Oncology,Radiation Therapy,O,MED,181,03/14/2018
facility2,Oncology,Radiation Therapy,O,MED,331,03/15/2018
facility2,Oncology,Radiation Therapy,O,MED,162,03/16/2018
facility2,Oncology,Radiation Therapy,O,MED,18,03/17/2018
facility2,Oncology,Radiation Therapy,O,MED,5,03/18/2018
facility2,Oncology,Radiation Therapy,O,MED,196,03/19/2018
facility2,Oncology,Radiation Therapy,O,MED,130,03/20/2018
facility2,Oncology,Radiation Therapy,O,MED,222,03/21/2018
facility2,Oncology,Radiation Therapy,O,MED,195,03/22/2018
facility2,Oncology,Radiation Therapy,O,MED,131,03/23/2018
facility2,Oncology,Radiation Therapy,O,MED,20,03/24/2018
facility2,Oncology,Radiation Therapy,O,MED,130,03/26/2018
facility2,Oncology,Radiation Therapy,O,MED,337,03/27/2018
facility2,Oncology,Radiation Therapy,O,MED,175,03/28/2018
facility2,Oncology,Radiation Therapy,O,MED,324,03/29/2018
facility2,Oncology,Radiation Therapy,O,MED,192,03/30/2018
facility2,Oncology,Radiation Therapy,O,MED,10,03/31/2018
facility2,Oncology,Radiation Therapy,O,MED,13,04/01/2018
facility2,Oncology,Radiation Therapy,O,MED,265,04/02/2018
facility2,Oncology,Radiation Therapy,O,MED,248,04/03/2018
facility2,Oncology,Radiation Therapy,O,MED,290,04/04/2018
facility2,Oncology,Radiation Therapy,O,MED,311,04/05/2018
facility2,Oncology,Radiation Therapy,O,MED,203,04/06/2018
facility2,Oncology,Radiation Therapy,O,MED,264,04/09/2018
facility2,Oncology,Radiation Therapy,O,MED,255,04/10/2018
facility2,Oncology,Radiation Therapy,O,MED,383,04/11/2018
facility2,Oncology,Radiation Therapy,O,MED,122,04/12/2018
facility2,Oncology,Radiation Therapy,O,MED,190,04/13/2018
facility2,Oncology,Radiation Therapy,O,MED,2,04/14/2018
facility2,Oncology,Radiation Therapy,O,MED,265,04/16/2018
facility2,Oncology,Radiation Therapy,O,MED,282,04/17/2018
facility2,Oncology,Radiation Therapy,O,MED,285,04/18/2018
facility2,Oncology,Radiation Therapy,O,MED,330,04/19/2018
facility2,Oncology,Radiation Therapy,O,MED,238,04/20/2018
facility2,Oncology,Radiation Therapy,O,MED,2,04/21/2018
facility2,Oncology,Radiation Therapy,O,MED,154,04/23/2018
facility2,Oncology,Radiation Therapy,O,MED,316,04/24/2018
facility2,Oncology,Radiation Therapy,O,MED,246,04/25/2018
facility2,Oncology,Radiation Therapy,O,MED,230,04/26/2018
facility2,Oncology,Radiation Therapy,O,MED,141,04/27/2018
facility2,Oncology,Radiation Therapy,O,MED,17,04/28/2018
facility2,Oncology,Radiation Therapy,O,MED,15,04/29/2018
facility2,Oncology,Radiation Therapy,O,MED,281,04/30/2018
facility2,Oncology,Radiation Therapy,O,MED,266,05/01/2018
facility2,Oncology,Radiation Therapy,O,MED,319,05/02/2018
facility2,Oncology,Radiation Therapy,O,MED,167,05/03/2018
facility2,Oncology,Radiation Therapy,O,MED,304,05/04/2018
facility2,Oncology,Radiation Therapy,O,MED,9,05/05/2018
facility2,Oncology,Radiation Therapy,O,MED,7,05/06/2018
facility2,Oncology,Radiation Therapy,O,MED,297,05/07/2018
facility2,Oncology,Radiation Therapy,O,MED,359,05/08/2018
facility2,Oncology,Radiation Therapy,O,MED,382,05/09/2018
facility2,Oncology,Radiation Therapy,O,MED,295,05/10/2018
facility2,Oncology,Radiation Therapy,O,MED,288,05/11/2018
facility2,Oncology,Radiation Therapy,O,MED,6,05/13/2018
facility2,Oncology,Radiation Therapy,O,MED,261,05/14/2018
facility2,Oncology,Radiation Therapy,O,MED,319,05/15/2018
facility2,Oncology,Radiation Therapy,O,MED,202,05/16/2018
facility2,Oncology,Radiation Therapy,O,MED,209,05/17/2018
facility2,Oncology,Radiation Therapy,O,MED,239,05/18/2018
facility2,Oncology,Radiation Therapy,O,MED,2,05/19/2018
facility2,Oncology,Radiation Therapy,O,MED,2,05/20/2018
facility2,Oncology,Radiation Therapy,O,MED,200,05/21/2018
facility2,Oncology,Radiation Therapy,O,MED,188,05/22/2018
facility2,Oncology,Radiation Therapy,O,MED,157,05/23/2018
facility2,Oncology,Radiation Therapy,O,MED,245,05/24/2018
facility2,Oncology,Radiation Therapy,O,MED,216,05/25/2018
facility2,Oncology,Radiation Therapy,O,MED,3,05/26/2018
facility2,Oncology,Radiation Therapy,O,MED,2,05/28/2018
facility2,Oncology,Radiation Therapy,O,MED,184,05/29/2018
facility2,Oncology,Radiation Therapy,O,MED,220,05/30/2018
facility2,Oncology,Radiation Therapy,O,MED,331,05/31/2018
facility2,Oncology,Radiation Therapy,O,MED,260,06/01/2018
facility2,Oncology,Radiation Therapy,O,MED,199,06/04/2018
facility2,Oncology,Radiation Therapy,O,MED,171,06/05/2018
facility2,Oncology,Radiation Therapy,O,MED,185,06/06/2018
facility2,Oncology,Radiation Therapy,O,MED,218,06/07/2018
facility2,Oncology,Radiation Therapy,O,MED,328,06/08/2018
facility2,Oncology,Radiation Therapy,O,MED,5,06/09/2018
facility2,Oncology,Radiation Therapy,O,MED,352,06/11/2018
facility2,Oncology,Radiation Therapy,O,MED,240,06/12/2018
facility2,Oncology,Radiation Therapy,O,MED,353,06/13/2018
facility2,Oncology,Radiation Therapy,O,MED,246,06/14/2018
facility2,Oncology,Radiation Therapy,O,MED,306,06/15/2018
facility2,Oncology,Radiation Therapy,O,MED,4,06/16/2018
facility2,Oncology,Radiation Therapy,O,MED,2,06/17/2018
facility2,Oncology,Radiation Therapy,O,MED,107,06/18/2018
facility2,Oncology,Radiation Therapy,O,MED,154,06/19/2018
facility2,Oncology,Radiation Therapy,O,MED,195,06/20/2018
facility2,Oncology,Radiation Therapy,O,MED,182,06/21/2018
facility2,Oncology,Radiation Therapy,O,MED,319,06/22/2018
facility2,Oncology,Radiation Therapy,O,MED,20,06/23/2018
facility2,Oncology,Radiation Therapy,O,MED,9,06/24/2018
facility2,Oncology,Radiation Therapy,O,MED,172,06/25/2018
facility2,Oncology,Radiation Therapy,O,MED,272,06/26/2018
facility2,Oncology,Radiation Therapy,O,MED,156,06/27/2018
facility2,Oncology,Radiation Therapy,O,MED,298,06/28/2018
facility2,Oncology,Radiation Therapy,O,MED,138,06/29/2018
facility2,Oncology,Radiation Therapy,O,MED,18,06/30/2018
facility2,Oncology,Radiation Therapy,O,MED,10,07/01/2018
facility2,Oncology,Radiation Therapy,O,MED,401,07/02/2018
facility2,Oncology,Radiation Therapy,O,MED,331,07/03/2018
facility2,Oncology,Radiation Therapy,O,MED,264,07/05/2018
facility2,Oncology,Radiation Therapy,O,MED,304,07/06/2018
facility2,Oncology,Radiation Therapy,O,MED,4,07/07/2018
facility2,Oncology,Radiation Therapy,O,MED,329,07/09/2018
facility2,Oncology,Radiation Therapy,O,MED,239,07/10/2018
facility2,Oncology,Radiation Therapy,O,MED,182,07/11/2018
facility2,Oncology,Radiation Therapy,O,MED,383,07/12/2018
facility2,Oncology,Radiation Therapy,O,MED,270,07/13/2018
facility2,Oncology,Radiation Therapy,O,MED,2,07/14/2018
facility2,Oncology,Radiation Therapy,O,MED,250,07/16/2018
facility2,Oncology,Radiation Therapy,O,MED,311,07/17/2018
facility2,Oncology,Radiation Therapy,O,MED,173,07/18/2018
facility2,Oncology,Radiation Therapy,O,MED,200,07/19/2018
facility2,Oncology,Radiation Therapy,O,MED,368,07/20/2018
facility2,Oncology,Radiation Therapy,O,MED,2,07/21/2018
facility2,Oncology,Radiation Therapy,O,MED,10,07/22/2018
facility2,Oncology,Radiation Therapy,O,MED,261,07/23/2018
facility2,Oncology,Radiation Therapy,O,MED,282,07/24/2018
facility2,Oncology,Radiation Therapy,O,MED,353,07/25/2018
facility2,Oncology,Radiation Therapy,O,MED,180,07/26/2018
facility2,Oncology,Radiation Therapy,O,MED,313,07/27/2018
facility2,Oncology,Radiation Therapy,O,MED,2,07/28/2018
facility2,Oncology,Radiation Therapy,O,MED,167,07/30/2018
facility2,Oncology,Radiation Therapy,O,MED,345,07/31/2018
facility2,Oncology,Radiation Therapy,O,MED,342,08/01/2018
facility2,Oncology,Radiation Therapy,O,MED,322,08/02/2018
facility2,Oncology,Radiation Therapy,O,MED,149,08/03/2018
facility2,Oncology,Radiation Therapy,O,MED,2,08/04/2018
facility2,Oncology,Radiation Therapy,O,MED,9,08/05/2018
facility2,Oncology,Radiation Therapy,O,MED,162,08/06/2018
facility2,Oncology,Radiation Therapy,O,MED,211,08/07/2018
facility2,Oncology,Radiation Therapy,O,MED,165,08/08/2018
facility2,Oncology,Radiation Therapy,O,MED,331,08/09/2018
facility2,Oncology,Radiation Therapy,O,MED,200,08/10/2018
facility2,Oncology,Radiation Therapy,O,MED,6,08/11/2018
facility2,Oncology,Radiation Therapy,O,MED,2,08/12/2018
facility2,Oncology,Radiation Therapy,O,MED,297,08/13/2018
facility2,Oncology,Radiation Therapy,O,MED,170,08/14/2018
facility2,Oncology,Radiation Therapy,O,MED,378,08/15/2018
facility2,Oncology,Radiation Therapy,O,MED,408,08/16/2018
facility2,Oncology,Radiation Therapy,O,MED,123,08/17/2018
facility2,Oncology,Radiation Therapy,O,MED,6,08/18/2018
facility2,Oncology,Radiation Therapy,O,MED,7,08/19/2018
facility2,Oncology,Radiation Therapy,O,MED,220,08/20/2018
facility2,Oncology,Radiation Therapy,O,MED,176,08/21/2018
facility2,Oncology,Radiation Therapy,O,MED,271,08/22/2018
facility2,Oncology,Radiation Therapy,O,MED,246,08/23/2018
facility2,Oncology,Radiation Therapy,O,MED,166,08/24/2018
facility2,Oncology,Radiation Therapy,O,MED,2,08/25/2018
facility2,Oncology,Radiation Therapy,O,MED,15,08/26/2018
facility2,Oncology,Radiation Therapy,O,MED,283,08/27/2018
facility2,Oncology,Radiation Therapy,O,MED,240,08/28/2018
facility2,Oncology,Radiation Therapy,O,MED,379,08/29/2018
facility2,Oncology,Radiation Therapy,O,MED,358,08/30/2018
facility2,Oncology,Radiation Therapy,O,MED,195,08/31/2018
facility2,Oncology,Radiation Therapy,O,MED,12,09/01/2018
facility2,Oncology,Radiation Therapy,O,MED,2,09/03/2018
facility2,Oncology,Radiation Therapy,O,MED,331,09/04/2018
facility2,Oncology,Radiation Therapy,O,MED,102,09/05/2018
facility2,Oncology,Radiation Therapy,O,MED,118,09/06/2018
facility2,Oncology,Radiation Therapy,O,MED,254,09/07/2018
facility2,Oncology,Radiation Therapy,O,MED,20,09/08/2018
facility2,Oncology,Radiation Therapy,O,MED,2,09/09/2018
facility2,Oncology,Radiation Therapy,O,MED,358,09/10/2018
facility2,Oncology,Radiation Therapy,O,MED,333,09/11/2018
facility2,Oncology,Radiation Therapy,O,MED,208,09/12/2018
facility2,Oncology,Radiation Therapy,O,MED,393,09/13/2018
facility2,Oncology,Radiation Therapy,O,MED,370,09/14/2018
facility2,Oncology,Radiation Therapy,O,MED,6,09/15/2018
facility2,Oncology,Radiation Therapy,O,MED,15,09/16/2018
facility2,Oncology,Radiation Therapy,O,MED,146,09/17/2018
facility2,Oncology,Radiation Therapy,O,MED,387,09/18/2018
facility2,Oncology,Radiation Therapy,O,MED,311,09/19/2018
facility2,Oncology,Radiation Therapy,O,MED,251,09/20/2018
facility2,Oncology,Radiation Therapy,O,MED,196,09/21/2018
facility2,Oncology,Radiation Therapy,O,MED,11,09/22/2018
facility2,Oncology,Radiation Therapy,O,MED,4,09/23/2018
facility2,Oncology,Radiation Therapy,O,MED,378,09/24/2018
facility2,Oncology,Radiation Therapy,O,MED,212,09/25/2018
facility2,Oncology,Radiation Therapy,O,MED,249,09/26/2018
facility2,Oncology,Radiation Therapy,O,MED,212,09/27/2018
facility2,Oncology,Radiation Therapy,O,MED,280,09/28/2018
facility2,Oncology,Radiation Therapy,O,MED,42,09/29/2018
facility2,Oncology,Radiation Therapy,O,MED,12,09/30/2018
facility2,Oncology,Radiation Therapy,O,MED,331,10/01/2018
facility2,Oncology,Radiation Therapy,O,MED,261,10/02/2018
facility2,Oncology,Radiation Therapy,O,MED,221,10/03/2018
facility2,Oncology,Radiation Therapy,O,MED,332,10/04/2018
facility2,Oncology,Radiation Therapy,O,MED,302,10/05/2018
facility2,Oncology,Radiation Therapy,O,MED,2,10/06/2018
facility2,Oncology,Radiation Therapy,O,MED,2,10/07/2018
facility2,Oncology,Radiation Therapy,O,MED,366,10/08/2018
facility2,Oncology,Radiation Therapy,O,MED,221,10/09/2018
facility2,Oncology,Radiation Therapy,O,MED,191,10/10/2018
facility2,Oncology,Radiation Therapy,O,MED,149,10/11/2018
facility2,Oncology,Radiation Therapy,O,MED,327,10/12/2018
facility2,Oncology,Radiation Therapy,O,MED,2,10/13/2018
facility2,Oncology,Radiation Therapy,O,MED,8,10/14/2018
facility2,Oncology,Radiation Therapy,O,MED,268,10/15/2018
facility2,Oncology,Radiation Therapy,O,MED,215,10/16/2018
facility2,Oncology,Radiation Therapy,O,MED,329,10/17/2018
facility2,Oncology,Radiation Therapy,O,MED,199,10/18/2018
facility2,Oncology,Radiation Therapy,O,MED,336,10/19/2018
facility2,Oncology,Radiation Therapy,O,MED,8,10/20/2018
facility2,Oncology,Radiation Therapy,O,MED,8,10/21/2018
facility2,Oncology,Radiation Therapy,O,MED,184,10/22/2018
facility2,Oncology,Radiation Therapy,O,MED,321,10/23/2018
facility2,Oncology,Radiation Therapy,O,MED,166,10/24/2018
facility2,Oncology,Radiation Therapy,O,MED,304,10/25/2018
facility2,Oncology,Radiation Therapy,O,MED,288,10/26/2018
facility2,Oncology,Radiation Therapy,O,MED,3,10/27/2018
facility2,Oncology,Radiation Therapy,O,MED,261,10/29/2018
facility2,Oncology,Radiation Therapy,O,MED,351,10/30/2018
facility2,Oncology,Radiation Therapy,O,MED,347,10/31/2018
facility2,Oncology,Radiation Therapy,O,MED,109,11/01/2018
facility2,Oncology,Radiation Therapy,O,MED,351,11/02/2018
facility2,Oncology,Radiation Therapy,O,MED,2,11/03/2018
facility2,Oncology,Radiation Therapy,O,MED,228,11/05/2018
facility2,Oncology,Radiation Therapy,O,MED,369,11/06/2018
facility2,Oncology,Radiation Therapy,O,MED,347,11/07/2018
facility2,Oncology,Radiation Therapy,O,MED,318,11/08/2018
facility2,Oncology,Radiation Therapy,O,MED,366,11/09/2018
facility2,Oncology,Radiation Therapy,O,MED,14,11/10/2018
facility2,Oncology,Radiation Therapy,O,MED,9,11/11/2018
facility2,Oncology,Radiation Therapy,O,MED,265,11/12/2018
facility2,Oncology,Radiation Therapy,O,MED,145,11/13/2018
facility2,Oncology,Radiation Therapy,O,MED,376,11/14/2018
facility2,Oncology,Radiation Therapy,O,MED,286,11/15/2018
facility2,Oncology,Radiation Therapy,O,MED,218,11/16/2018
facility2,Oncology,Radiation Therapy,O,MED,9,11/17/2018
facility2,Oncology,Radiation Therapy,O,MED,6,11/18/2018
facility2,Oncology,Radiation Therapy,O,MED,229,11/19/2018
facility2,Oncology,Radiation Therapy,O,MED,157,11/20/2018
facility2,Oncology,Radiation Therapy,O,MED,208,11/21/2018
facility2,Oncology,Radiation Therapy,O,MED,213,11/23/2018
facility2,Oncology,Radiation Therapy,O,MED,18,11/24/2018
facility2,Oncology,Radiation Therapy,O,MED,11,11/25/2018
facility2,Oncology,Radiation Therapy,O,MED,326,11/26/2018
facility2,Oncology,Radiation Therapy,O,MED,232,11/27/2018
facility2,Oncology,Radiation Therapy,O,MED,375,11/28/2018
facility2,Oncology,Radiation Therapy,O,MED,379,11/29/2018
facility2,Oncology,Radiation Therapy,O,MED,358,11/30/2018
facility2,Oncology,Radiation Therapy,O,MED,71,12/01/2018
facility2,Oncology,Radiation Therapy,O,MED,7,12/02/2018
facility2,Oncology,Radiation Therapy,O,MED,222,12/03/2018
facility2,Oncology,Radiation Therapy,O,MED,251,12/04/2018
facility2,Oncology,Radiation Therapy,O,MED,383,12/05/2018
facility2,Oncology,Radiation Therapy,O,MED,357,12/06/2018
facility2,Oncology,Radiation Therapy,O,MED,278,12/07/2018
facility2,Oncology,Radiation Therapy,O,MED,12,12/08/2018
facility2,Oncology,Radiation Therapy,O,MED,274,12/10/2018
facility2,Oncology,Radiation Therapy,O,MED,436,12/11/2018
facility2,Oncology,Radiation Therapy,O,MED,300,12/12/2018
facility2,Oncology,Radiation Therapy,O,MED,340,12/13/2018
facility2,Oncology,Radiation Therapy,O,MED,280,12/14/2018
facility2,Oncology,Radiation Therapy,O,MED,17,12/15/2018
facility2,Oncology,Radiation Therapy,O,MED,227,12/17/2018
facility2,Oncology,Radiation Therapy,O,MED,302,12/18/2018
facility2,Oncology,Radiation Therapy,O,MED,282,12/19/2018
facility2,Oncology,Radiation Therapy,O,MED,344,12/20/2018
facility2,Oncology,Radiation Therapy,O,MED,201,12/21/2018
facility2,Oncology,Radiation Therapy,O,MED,7,12/22/2018
facility2,Oncology,Radiation Therapy,O,MED,18,12/23/2018
facility2,Oncology,Radiation Therapy,O,MED,322,12/24/2018
facility2,Oncology,Radiation Therapy,O,MED,18,12/25/2018
facility2,Oncology,Radiation Therapy,O,MED,215,12/26/2018
facility2,Oncology,Radiation Therapy,O,MED,350,12/27/2018
facility2,Oncology,Radiation Therapy,O,MED,280,12/28/2018
facility2,Oncology,Radiation Therapy,O,MED,17,12/29/2018
facility2,Oncology,Radiation Therapy,O,MED,21,12/30/2018
facility2,Oncology,Radiation Therapy,O,MED,355,12/31/2018
facility2,Oncology,Radiation Therapy,O,MED,9,01/01/2019
facility2,Oncology,Radiation Therapy,O,MED,271,01/02/2019
facility2,Oncology,Radiation Therapy,O,MED,279,01/03/2019
facility2,Oncology,Radiation Therapy,O,MED,231,01/04/2019
facility2,Oncology,Radiation Therapy,O,MED,13,01/05/2019
facility2,Oncology,Radiation Therapy,O,MED,221,01/07/2019
facility2,Oncology,Radiation Therapy,O,MED,396,01/08/2019
facility2,Oncology,Radiation Therapy,O,MED,359,01/09/2019
facility2,Oncology,Radiation Therapy,O,MED,208,01/10/2019
facility2,Oncology,Radiation Therapy,O,MED,299,01/11/2019
facility2,Oncology,Radiation Therapy,O,MED,2,01/12/2019
facility2,Oncology,Radiation Therapy,O,MED,339,01/14/2019
facility2,Oncology,Radiation Therapy,O,MED,355,01/15/2019
facility2,Oncology,Radiation Therapy,O,MED,135,01/16/2019
facility2,Oncology,Radiation Therapy,O,MED,193,01/17/2019
facility2,Oncology,Radiation Therapy,O,MED,112,01/18/2019
facility2,Oncology,Radiation Therapy,O,MED,8,01/20/2019
facility2,Oncology,Radiation Therapy,O,MED,179,01/21/2019
facility2,Oncology,Radiation Therapy,O,MED,206,01/22/2019
facility2,Oncology,Radiation Therapy,O,MED,285,01/23/2019
facility2,Oncology,Radiation Therapy,O,MED,191,01/24/2019
facility2,Oncology,Radiation Therapy,O,MED,300,01/25/2019
facility2,Oncology,Radiation Therapy,O,MED,7,01/26/2019
facility2,Oncology,Radiation Therapy,O,MED,2,01/27/2019
facility2,Oncology,Radiation Therapy,O,MED,239,01/28/2019
facility2,Oncology,Radiation Therapy,O,MED,429,01/29/2019
facility2,Oncology,Radiation Therapy,O,MED,167,01/30/2019
facility2,Oncology,Radiation Therapy,O,MED,273,01/31/2019
facility2,Oncology,Radiation Therapy,O,MED,315,02/01/2019
facility2,Oncology,Radiation Therapy,O,MED,3,02/02/2019
facility2,Oncology,Radiation Therapy,O,MED,196,02/04/2019
facility2,Oncology,Radiation Therapy,O,MED,294,02/05/2019
facility2,Oncology,Radiation Therapy,O,MED,368,02/06/2019
facility2,Oncology,Radiation Therapy,O,MED,287,02/07/2019
facility2,Oncology,Radiation Therapy,O,MED,278,02/08/2019
facility2,Oncology,Radiation Therapy,O,MED,17,02/09/2019
facility2,Oncology,Radiation Therapy,O,MED,7,02/10/2019
facility2,Oncology,Radiation Therapy,O,MED,170,02/11/2019
facility2,Oncology,Radiation Therapy,O,MED,151,02/12/2019
facility2,Oncology,Radiation Therapy,O,MED,185,02/13/2019
facility2,Oncology,Radiation Therapy,O,MED,353,02/14/2019
facility2,Oncology,Radiation Therapy,O,MED,117,02/15/2019
facility2,Oncology,Radiation Therapy,O,MED,2,02/16/2019
facility2,Oncology,Radiation Therapy,O,MED,15,02/17/2019
facility2,Oncology,Radiation Therapy,O,MED,191,02/18/2019
facility2,Oncology,Radiation Therapy,O,MED,249,02/19/2019
facility2,Oncology,Radiation Therapy,O,MED,214,02/20/2019
facility2,Oncology,Radiation Therapy,O,MED,300,02/21/2019
facility2,Oncology,Radiation Therapy,O,MED,141,02/22/2019
facility2,Oncology,Radiation Therapy,O,MED,14,02/23/2019
facility2,Oncology,Radiation Therapy,O,MED,11,02/24/2019
facility2,Oncology,Radiation Therapy,O,MED,239,02/25/2019
facility2,Oncology,Radiation Therapy,O,MED,133,02/26/2019
facility2,Oncology,Radiation Therapy,O,MED,388,02/27/2019
facility2,Oncology,Radiation Therapy,O,MED,267,02/28/2019
facility2,Oncology,Radiation Therapy,O,MED,305,03/01/2019
facility2,Oncology,Radiation Therapy,O,MED,278,03/04/2019
facility2,Oncology,Radiation Therapy,O,MED,351,03/05/2019
facility2,Oncology,Radiation Therapy,O,MED,302,03/06/2019
facility2,Oncology,Radiation Therapy,O,MED,173,03/07/2019
